InvoiceNo,StockCode,Description,UnitPrice,Quantity,TotalSale,PriceTier,QuantityTier,SaleTier,TotalItemsPerOrder,CustomerID,Country,FullInvoiceDate,InvoiceDay,InvoiceMonth,InvoiceYear,Weekday,InvoiceHour,Season,HolidayFlag,RepeatCustomer
C569636,47566,PARTY BUNTING,4.95,-11,-54.45,Low,Medium,Medium,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,23004,TRAVEL CARD WALLET PANTRY,0.42,-2,-0.84,Very Low,Low,Very Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,23298,SPOTTY BUNTING,4.95,-1,-4.95,Low,Low,Very Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,23297,SET 40 HEART SHAPE PETIT FOUR CASES,1.65,-4,-6.6,Low,Low,Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,22993,SET OF 4 PANTRY JELLY MOULDS,1.25,-2,-2.5,Low,Low,Very Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,23299,FOOD COVER WITH BEADS SET 2 ,3.75,-2,-7.5,Low,Low,Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,0.55,-22,-12.1,Very Low,High,Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,22960,JAM MAKING SET WITH JARS,4.25,-2,-8.5,Low,Low,Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2.95,-6,-17.7,Low,Medium,Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,22694,WICKER STAR ,2.1,-2,-4.2,Low,Low,Very Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569636,22470,HEART OF WICKER LARGE,2.95,-1,-2.95,Low,Low,Very Low,-74,12841,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,FALSE
C569644,23112,PARISIENNE CURIO CABINET,7.5,-1,-7.5,Medium,Low,Low,-1,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22990,COTTON APRON PANTRY DESIGN,4.95,-2,-9.9,Low,Low,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,47566,PARTY BUNTING,4.95,-1,-4.95,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22971,QUEENS GUARD COFFEE MUG,2.55,-4,-10.2,Low,Low,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,21395,BLUE POLKADOT BEAKER ,0.39,-6,-2.34,Very Low,Medium,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,21394,RED POLKADOT BEAKER ,0.39,-6,-2.34,Very Low,Medium,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22728,ALARM CLOCK BAKELIKE PINK,3.75,-1,-3.75,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22730,ALARM CLOCK BAKELIKE IVORY,3.75,-1,-3.75,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22727,ALARM CLOCK BAKELIKE RED ,3.75,-2,-7.5,Low,Low,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22729,ALARM CLOCK BAKELIKE ORANGE,3.75,-2,-7.5,Low,Low,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,20728,LUNCH BAG CARS BLUE,1.65,-1,-1.65,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.45,-1,-1.45,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,23188,VINTAGE  2 METRE FOLDING RULER,1.65,-1,-1.65,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22961,JAM MAKING SET PRINTED,1.45,-1,-1.45,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,23309,SET OF 60 I LOVE LONDON CAKE CASES ,0.55,-1,-0.55,Very Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22911,PAPER CHAIN KIT LONDON,2.95,-3,-8.85,Low,Low,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,23207,LUNCH BAG ALPHABET DESIGN,1.65,-2,-3.3,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22383,LUNCH BAG SUKI DESIGN ,1.65,-2,-3.3,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22477,WATERING CAN GARDEN MARKER,1.25,-1,-1.25,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,23302,KNEELING MAT HOUSEWORK  DESIGN,1.65,-1,-1.65,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,23300,GARDENERS KNEELING PAD CUP OF TEA ,1.65,-2,-3.3,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,23301,GARDENERS KNEELING PAD KEEP CALM ,1.65,-1,-1.65,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22963,JAM JAR WITH GREEN LID,0.85,-12,-10.2,Very Low,Medium,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22993,SET OF 4 PANTRY JELLY MOULDS,1.25,-3,-3.75,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22962,JAM JAR WITH PINK LID,0.85,-12,-10.2,Very Low,Medium,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22659,LUNCH BOX I LOVE LONDON,1.95,-2,-3.9,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2.1,-1,-2.1,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22382,LUNCH BAG SPACEBOY DESIGN ,1.65,-7,-11.55,Low,Medium,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22961,JAM MAKING SET PRINTED,1.45,-2,-2.9,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22966,GINGERBREAD MAN COOKIE CUTTER,1.25,-2,-2.5,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22991,GIRAFFE WOODEN RULER,1.95,-2,-3.9,Low,Low,Very Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569655,22992,REVOLVER WOODEN RULER ,1.95,-3,-5.85,Low,Low,Low,-88,14534,United Kingdom,10/5/2011,5,October,2011,Wednesday,12,Fall,FALSE,TRUE
C569663,21925,UNION STRIPE CUSHION COVER ,1.25,-2,-2.5,Low,Low,Very Low,-4,17841,United Kingdom,10/5/2011,5,October,2011,Wednesday,13,Fall,FALSE,TRUE
C569663,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1.69,-1,-1.69,Low,Low,Very Low,-4,17841,United Kingdom,10/5/2011,5,October,2011,Wednesday,13,Fall,FALSE,TRUE
C569663,21670,BLUE SPOT CERAMIC DRAWER KNOB,1.45,-1,-1.45,Low,Low,Very Low,-4,17841,United Kingdom,10/5/2011,5,October,2011,Wednesday,13,Fall,FALSE,TRUE
C569682,23239,SET OF 4 KNICK KNACK TINS POPPIES,4.15,-6,-24.9,Low,Medium,Medium,-10,15351,United Kingdom,10/5/2011,5,October,2011,Wednesday,14,Fall,FALSE,TRUE
C569682,11001,ASSTD DESIGN RACING CAR PEN,1.69,-2,-3.38,Low,Low,Very Low,-10,15351,United Kingdom,10/5/2011,5,October,2011,Wednesday,14,Fall,FALSE,TRUE
C569682,23397,FOOT STOOL HOME SWEET HOME ,9.95,-1,-9.95,Medium,Low,Low,-10,15351,United Kingdom,10/5/2011,5,October,2011,Wednesday,14,Fall,FALSE,TRUE
C569682,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,12.75,-1,-12.75,Medium,Low,Low,-10,15351,United Kingdom,10/5/2011,5,October,2011,Wednesday,14,Fall,FALSE,TRUE
C569733,POST,POSTAGE,18,-1,-18,Medium,Low,Low,-3,12500,Germany,10/6/2011,6,October,2011,Thursday,9,Fall,FALSE,TRUE
C569733,78033,FLAG OF ST GEORGE CHAIR,5.95,-2,-11.9,Medium,Low,Low,-3,12500,Germany,10/6/2011,6,October,2011,Thursday,9,Fall,FALSE,TRUE
C569743,20713,JUMBO BAG OWLS,2.08,-30,-62.4,Low,High,Medium,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,23199,JUMBO BAG APPLES,1.79,-120,-214.8,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,23200,JUMBO BAG PEARS,1.79,-120,-214.8,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,22389,PAPERWEIGHT SAVE THE PLANET,2.1,-100,-210,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,85099B,JUMBO BAG RED RETROSPOT,1.79,-140,-250.6,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,85099F,JUMBO BAG STRAWBERRY,1.79,-120,-214.8,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,23202,JUMBO BAG VINTAGE LEAF,1.79,-110,-196.9,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1.79,-130,-232.7,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1.79,-100,-179,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,23201,JUMBO BAG ALPHABET,1.79,-110,-196.9,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,21929,JUMBO BAG PINK VINTAGE PAISLEY,1.79,-100,-179,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,23343,JUMBO BAG VINTAGE CHRISTMAS ,2.08,-40,-83.2,Low,High,Medium,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,23344,JUMBO BAG 50'S CHRISTMAS ,2.08,-30,-62.4,Low,High,Medium,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.79,-130,-232.7,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569743,23203,JUMBO BAG VINTAGE DOILY ,1.79,-220,-393.8,Low,Very High,High,-1600,15769,United Kingdom,10/6/2011,6,October,2011,Thursday,10,Fall,FALSE,TRUE
C569786,22794,SWEETHEART WIRE MAGAZINE RACK,7.95,-1,-7.95,Medium,Low,Low,-1,17813,United Kingdom,10/6/2011,6,October,2011,Thursday,11,Fall,FALSE,TRUE
C569829,D,Discount,16.74,-1,-16.74,Medium,Low,Low,-2,14527,United Kingdom,10/6/2011,6,October,2011,Thursday,12,Fall,FALSE,TRUE
C569829,D,Discount,16.07,-1,-16.07,Medium,Low,Low,-2,14527,United Kingdom,10/6/2011,6,October,2011,Thursday,12,Fall,FALSE,TRUE
C569851,21537,RED RETROSPOT PUDDING BOWL,3.75,-1,-3.75,Low,Low,Very Low,-6,17511,United Kingdom,10/6/2011,6,October,2011,Thursday,14,Fall,FALSE,TRUE
C569851,22197,POPCORN HOLDER,0.72,-1,-0.72,Very Low,Low,Very Low,-6,17511,United Kingdom,10/6/2011,6,October,2011,Thursday,14,Fall,FALSE,TRUE
C569851,22384,LUNCH BAG PINK POLKADOT,1.45,-1,-1.45,Low,Low,Very Low,-6,17511,United Kingdom,10/6/2011,6,October,2011,Thursday,14,Fall,FALSE,TRUE
C569851,20725,LUNCH BAG RED RETROSPOT,1.45,-1,-1.45,Low,Low,Very Low,-6,17511,United Kingdom,10/6/2011,6,October,2011,Thursday,14,Fall,FALSE,TRUE
C569851,23209,LUNCH BAG VINTAGE DOILY ,1.45,-1,-1.45,Low,Low,Very Low,-6,17511,United Kingdom,10/6/2011,6,October,2011,Thursday,14,Fall,FALSE,TRUE
C569851,22605,WOODEN CROQUET GARDEN SET,12.75,-1,-12.75,Medium,Low,Low,-6,17511,United Kingdom,10/6/2011,6,October,2011,Thursday,14,Fall,FALSE,TRUE
C569891,84609,TALL ROCOCO CANDLE HOLDER,8.5,-2,-17,Medium,Low,Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569891,23407,SET OF 2 TRAYS HOME SWEET HOME,9.95,-2,-19.9,Medium,Low,Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569891,23263,SET OF 3 WOODEN HEART DECORATIONS,1.25,-1,-1.25,Low,Low,Very Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569891,23165,LARGE CERAMIC TOP STORAGE JAR,1.65,-2,-3.3,Low,Low,Very Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569891,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4.95,-2,-9.9,Low,Low,Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569891,22588,CARD HOLDER GINGHAM HEART,2.89,-1,-2.89,Low,Low,Very Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569891,22294,HEART FILIGREE DOVE  SMALL,1.25,-8,-10,Low,Medium,Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569891,21722,SWEET PUDDING STICKER SHEET,0.85,-1,-0.85,Very Low,Low,Very Low,-19,13924,United Kingdom,10/6/2011,6,October,2011,Thursday,15,Fall,FALSE,TRUE
C569902,23092,LARGE ANTIQUE WHITE PHOTO FRAME,7.9,-1,-7.9,Medium,Low,Low,-1,13647,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569908,23322,LARGE WHITE HEART OF WICKER,2.95,-2,-5.9,Low,Low,Low,-2,16782,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,TRUE
C569909,22891,TEA FOR ONE POLKADOT,4.25,-1,-4.25,Low,Low,Very Low,-2,17611,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,TRUE
C569909,22169,FAMILY ALBUM WHITE PICTURE FRAME,8.5,-1,-8.5,Medium,Low,Low,-2,17611,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,TRUE
C569911,23236,STORAGE TIN VINTAGE DOILY ,2.89,-1,-2.89,Low,Low,Very Low,-10,16653,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569911,23245,SET OF 3 REGENCY CAKE TINS,4.95,-2,-9.9,Low,Low,Low,-10,16653,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569911,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4.95,-3,-14.85,Low,Low,Low,-10,16653,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569911,23079,TOADSTOOL BEDSIDE LIGHT ,8.95,-1,-8.95,Medium,Low,Low,-10,16653,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569911,22699,ROSES REGENCY TEACUP AND SAUCER ,2.95,-1,-2.95,Low,Low,Very Low,-10,16653,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569911,21534,DAIRY MAID LARGE MILK JUG,4.95,-1,-4.95,Low,Low,Very Low,-10,16653,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569911,84946,ANTIQUE SILVER T-LIGHT GLASS,1.25,-1,-1.25,Low,Low,Very Low,-10,16653,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,FALSE
C569913,22784,LANTERN CREAM GAZEBO ,4.95,-1,-4.95,Low,Low,Very Low,-1,14217,United Kingdom,10/6/2011,6,October,2011,Thursday,16,Fall,FALSE,TRUE
C569916,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1.25,-8,-10,Low,Medium,Low,-8,13777,United Kingdom,10/6/2011,6,October,2011,Thursday,17,Fall,FALSE,TRUE
C569922,22728,ALARM CLOCK BAKELIKE PINK,3.75,-1,-3.75,Low,Low,Very Low,-1,16842,United Kingdom,10/6/2011,6,October,2011,Thursday,17,Fall,FALSE,FALSE
C569938,22726,ALARM CLOCK BAKELIKE GREEN,3.75,-1,-3.75,Low,Low,Very Low,-1,14211,United Kingdom,10/6/2011,6,October,2011,Thursday,17,Fall,FALSE,TRUE
C569939,22784,LANTERN CREAM GAZEBO ,4.95,-1,-4.95,Low,Low,Very Low,-1,14883,United Kingdom,10/6/2011,6,October,2011,Thursday,17,Fall,FALSE,FALSE
C569940,23084,RABBIT NIGHT LIGHT,1.79,-4,-7.16,Low,Low,Low,-4,15611,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569941,23412,HEART MIRROR ANTIQUE WHITE,7.5,-2,-15,Medium,Low,Low,-2,16909,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569942,22842,BISCUIT TIN VINTAGE RED,6.75,-2,-13.5,Medium,Low,Low,-2,14907,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569944,23425,STORAGE TIN HOME SWEET HOME,2.49,-2,-4.98,Low,Low,Very Low,-9,17405,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569944,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4.95,-1,-4.95,Low,Low,Very Low,-9,17405,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569944,22364,GLASS JAR DIGESTIVE BISCUITS,2.95,-1,-2.95,Low,Low,Very Low,-9,17405,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569944,22362,GLASS JAR PEACOCK BATH SALTS,2.95,-3,-8.85,Low,Low,Low,-9,17405,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569944,22357,KINGS CHOICE BISCUIT TIN,4.25,-2,-8.5,Low,Low,Low,-9,17405,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569945,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4.95,-2,-9.9,Low,Low,Low,-3,14141,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569945,21875,KINGS CHOICE MUG,1.25,-1,-1.25,Low,Low,Very Low,-3,14141,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569946,22487,WHITE WOOD GARDEN PLANT LADDER,8.5,-4,-34,Medium,Low,Medium,-4,16462,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569949,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4.95,-2,-9.9,Low,Low,Low,-9,12584,Italy,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569949,22960,JAM MAKING SET WITH JARS,4.25,-1,-4.25,Low,Low,Very Low,-9,12584,Italy,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569949,22845,VINTAGE CREAM CAT FOOD CONTAINER,6.35,-1,-6.35,Medium,Low,Low,-9,12584,Italy,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569949,22844,VINTAGE CREAM DOG FOOD CONTAINER,8.5,-2,-17,Medium,Low,Low,-9,12584,Italy,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569949,22804,CANDLEHOLDER PINK HANGING HEART,2.95,-2,-5.9,Low,Low,Low,-9,12584,Italy,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569949,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4.95,-1,-4.95,Low,Low,Very Low,-9,12584,Italy,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569950,22470,HEART OF WICKER LARGE,2.95,-1,-2.95,Low,Low,Very Low,-1,13499,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569951,23002,TRAVEL CARD WALLET SKULLS,0.42,-18,-7.56,Very Low,Medium,Low,-20,16394,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569951,23000,TRAVEL CARD WALLET TRANSPORT,0.42,-2,-0.84,Very Low,Low,Very Low,-20,16394,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569952,23203,JUMBO BAG VINTAGE DOILY ,2.08,-2,-4.16,Low,Low,Very Low,-2,16160,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569953,21925,UNION STRIPE CUSHION COVER ,1.25,-2,-2.5,Low,Low,Very Low,-4,15841,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569953,21926,RED/CREAM STRIPE CUSHION COVER ,1.25,-2,-2.5,Low,Low,Very Low,-4,15841,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569954,47594A,CAROUSEL DESIGN WASHBAG,1.95,-1,-1.95,Low,Low,Very Low,-2,14792,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569954,22371,AIRLINE BAG VINTAGE TOKYO 78,4.25,-1,-4.25,Low,Low,Very Low,-2,14792,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569955,23110,PARISIENNE KEY CABINET ,5.75,-2,-11.5,Medium,Low,Low,-4,17644,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569955,23322,LARGE WHITE HEART OF WICKER,2.95,-2,-5.9,Low,Low,Low,-4,17644,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569956,82482,WOODEN PICTURE FRAME WHITE FINISH,2.95,-6,-17.7,Low,Medium,Low,-6,14944,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569957,22666,RECIPE BOX PANTRY YELLOW DESIGN,2.95,-3,-8.85,Low,Low,Low,-3,15745,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569958,23292,SPACEBOY CHILDRENS CUP,1.25,-8,-10,Low,Medium,Low,-8,13266,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569959,23123,COCKTAIL SWORDS 50 PIECES,0.83,-3,-2.49,Very Low,Low,Very Low,-13,13983,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569959,23224,CHERUB HEART DECORATION GOLD,0.83,-2,-1.66,Very Low,Low,Very Low,-13,13983,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569959,23327,HANGING CLEAR MINI BOTTLE,0.63,-4,-2.52,Very Low,Low,Very Low,-13,13983,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569959,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3.75,-1,-3.75,Low,Low,Very Low,-13,13983,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569959,22197,POPCORN HOLDER,0.85,-3,-2.55,Very Low,Low,Very Low,-13,13983,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569960,23203,JUMBO BAG VINTAGE DOILY ,2.08,-1,-2.08,Low,Low,Very Low,-2,18172,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569960,22729,ALARM CLOCK BAKELIKE ORANGE,3.75,-1,-3.75,Low,Low,Very Low,-2,18172,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569961,22960,JAM MAKING SET WITH JARS,4.25,-3,-12.75,Low,Low,Low,-3,13704,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569963,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8.5,-3,-25.5,Medium,Low,Medium,-4,13131,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569963,22634,CHILDS BREAKFAST SET SPACEBOY ,8.5,-1,-8.5,Medium,Low,Low,-4,13131,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
C569964,23032,DRAWER KNOB CRACKLE GLAZE IVORY,1.65,-1,-1.65,Low,Low,Very Low,-1,16523,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,TRUE
C569966,22891,TEA FOR ONE POLKADOT,4.25,-2,-8.5,Low,Low,Low,-3,13279,United Kingdom,10/6/2011,6,October,2011,Thursday,18,Fall,FALSE,FALSE
